64 | 871.0049  | | 1005.5526  |
100 | 1016.9240  | | 1187.0028  |
128 | 916.8453  | | 611.5361  |
1000 | 1240.3420  | | 1364.8513  |
1024 | 854.0257  | | 986.6894  |
2000 | 1263.6960  | | 1102.1024  |
2048 | 967.4909  | | 1204.0074  |
3000 | 1035.3152  | | 1390.9514  |
4096 | 1266.5451  | | 1112.3825  |
5000 | 1166.3502  | | 1381.5489  |
