64 | 952.7115  | | 899.2919  |
100 | 1162.9143  | | 1084.1356  |
128 | 918.6197  | | 946.7169  |
1000 | 620.5713  | | 830.1015  |
1024 | 37.2376  | | 349.8977  |
2000 | 356.6240  | | 791.6677  |
2048 | 30.8106  | | 329.0367  |
3000 | 355.7999  | | 789.0178  |
4096 | 28.3619  | | 331.4651  |
5000 | 358.1485  | | 787.8587  |
